restaurant_id,restaurant_name,city,restaurant_type,cuisine_type,opening_year,avg_rating,delivery_radius_km,commission_percentage
R01453,"Bumb, Trivedi and Rajan",Coimbatore,Cafe,North Indian,2016,4.3,6.2,25
R01454,Gandhi and Sons,Bangalore,Premium Restaurant,Chinese,2025,4.4,9.3,19
R01455,Choudhary LLC,Hyderabad,Fast Food Chain,South Indian,2022,4.2,2.1,23
R01456,Bobal and Sons,Hyderabad,Budget Restaurant,Beverages,2025,4.3,8.6,25
R01457,Narula Inc,Hyderabad,Cloud Kitchen,Chinese,2016,4.3,5.2,17
R01458,Kunda PLC,Chennai,Cloud Kitchen,South Indian,2021,4.5,4.0,16
R01459,"Atwal, Ramaswamy and Raj",Chennai,Premium Restaurant,Biryani,2020,4.0,6.2,20
R01460,Uppal Inc,Hyderabad,Cafe,Burger,2017,4.7,5.7,16
R01461,Devan LLC,Bangalore,Cloud Kitchen,Beverages,2017,4.8,9.4,28
R01462,Zachariah Inc,Coimbatore,Premium Restaurant,South Indian,2020,3.6,8.3,19
R01463,Chopra-Vasa,Bangalore,Fast Food Chain,Burger,2018,3.9,2.4,26
R01464,Lal-Natt,Chennai,Cloud Kitchen,Desserts,2026,3.9,5.3,30
R01465,Kala Inc,Coimbatore,Cafe,Burger,2024,3.7,8.3,28
R01466,Kade Inc,Hyderabad,Cloud Kitchen,Pizza,2017,4.3,5.3,15
R01467,"Dalal, Ganesh and Gole",Chennai,Premium Restaurant,Desserts,2019,4.1,2.1,16
R01468,Guha Ltd,Chennai,Cafe,Beverages,2020,4.6,2.2,23
R01469,Narang LLC,Chennai,Fast Food Chain,North Indian,2025,4.6,5.8,18
R01470,Narayanan and Sons,Bangalore,Budget Restaurant,Biryani,2019,4.4,2.4,17
R01471,"Gaba, Saran and Bath",Hyderabad,Budget Restaurant,South Indian,2021,4.2,5.8,25
R01472,"Venkataraman, Mittal and Goyal",Bangalore,Premium Restaurant,South Indian,2017,4.6,7.6,30
R01473,"Vohra, Doctor and Thakur",Hyderabad,Budget Restaurant,South Indian,2026,5.0,4.9,22
R01474,Buch-Chauhan,Chennai,Budget Restaurant,Chinese,2024,3.6,4.0,25
R01475,Chakrabarti-Banerjee,Hyderabad,Cafe,Pizza,2026,4.1,4.6,15
R01476,"Gour, Biswas and Pingle",Hyderabad,Budget Restaurant,Pizza,2024,5.0,4.3,26
R01477,"Swamy, Madan and Gupta",Chennai,Cafe,Biryani,2018,4.3,2.2,26
R01478,Dutta-Sur,Coimbatore,Cafe,Beverages,2020,4.7,8.7,22
R01479,"Raman, Chhabra and Dutta",Bangalore,Premium Restaurant,Healthy Foods,2024,4.4,5.5,19
R01480,Choudhry and Sons,Hyderabad,Fast Food Chain,Biryani,2022,4.9,9.0,18
R01481,Bhatnagar-Comar,Coimbatore,Premium Restaurant,North Indian,2016,4.5,9.2,19
R01482,Chowdhury-Chadha,Chennai,Fast Food Chain,Biryani,2018,3.7,5.1,16
R01483,"Magar, Seth and Varty",Chennai,Cafe,Burger,2025,4.7,9.3,22
R01484,Soni Ltd,Chennai,Cafe,South Indian,2016,4.8,4.1,25
R01485,Kala-Padmanabhan,Coimbatore,Fast Food Chain,North Indian,2026,3.6,9.6,23
R01486,Oommen Inc,Coimbatore,Cafe,North Indian,2020,4.0,2.3,18
R01487,Sahni-Bose,Bangalore,Budget Restaurant,Burger,2021,4.1,3.5,30
R01488,Brar and Sons,Chennai,Premium Restaurant,North Indian,2021,4.6,4.5,21
R01489,Ratta-Bala,Bangalore,Cloud Kitchen,Biryani,2018,4.4,7.0,24
R01490,"Pall, Edwin and Kata",Vijayawada,Cafe,South Indian,2023,4.8,2.6,30
R01491,"Banerjee, Saha and Basak",Chennai,Cloud Kitchen,Biryani,2023,4.0,5.3,27
R01492,"Dada, Mistry and Ganguly",Chennai,Premium Restaurant,Chinese,2017,3.8,5.6,22
R01493,"Kuruvilla, Sastry and Batta",Chennai,Cafe,Pizza,2017,5.0,3.7,16
R01494,Narula-Ram,Bangalore,Cafe,Chinese,2020,4.2,6.9,30
R01495,"Minhas, Batra and Chaudry",Hyderabad,Cloud Kitchen,North Indian,2023,3.8,4.9,27
R01496,"Kaur, Khosla and Patel",Chennai,Fast Food Chain,North Indian,2026,3.8,5.2,24
R01497,Arya Group,Hyderabad,Fast Food Chain,Biryani,2023,4.3,9.4,26
R01498,"Ravel, Dugar and Choudhry",Hyderabad,Premium Restaurant,Pizza,2026,4.4,2.9,26
R01499,"Kanda, Samra and Rajagopal",Bangalore,Premium Restaurant,Desserts,2025,4.7,8.6,23
R01500,Pandey-Srinivasan,Coimbatore,Cloud Kitchen,North Indian,2021,4.3,8.9,20
